Title,Authors,Price,Stars,Number of Reviews,Published Date,Country
The Fourth Industrial Revolution: Klaus Schwab  ,"['Wydanie: Angielski', '', 'Klaus Schwab', '889', 'Inny format: ']","66,(Polish Zloty)","4,1 z 5 gwiazdek",889,,Poland
The AI Whisperer's Code: The Proven Method for Achieving Unbelievable Results Using Chat GPT and AI  ,"['Wydanie: Angielski', '', 'Ernesto Verdugo', ' i ', 'Daniel Priestly', '12', 'Inny format: ']","108,(Polish Zloty)","4,9 z 5 gwiazdek",12,,Poland
"Crane Truck's Opposites: Goodnight, Goodnight, Construction Site (Educational Construction Truck Book for Preschoolers, Vehicle and Truck Themed Board Book for 5 to 6 Year Olds, Opposite Book): 1  ","['Wydanie: Angielski', '', 'Sherri Duskey Rinker', ' i ', 'Ethan Long', '911', 'Dostępne sztuki: 2 – zamów teraz.', 'Więcej opcji zakupu']","25,(Polish Zloty)","4,8 z 5 gwiazdek",911,,Poland
Advances in Financial Machine Learning  ,"['Kindle-editie', 'Cd']","41,(Euro)","4,4 van 5 sterren",533.0,,Singapore
Machine Learning Book: The Basics Of Machine Learning And Artificial Intelligence (English Edition)  ,[],"5,(Euro)",,,,Singapore
Machine Learning for Causal Inference  ,['Kindle-editie'],"163,(Euro)",,,,Singapore
Halloween II  ,['Dvd'],"47,(Euro)","4,8 van 5 sterren",2.678,,Singapore
Machine Learning: A Bayesian and Optimization Perspective  ,['Kindle-editie'],"91,(Euro)","4,4 van 5 sterren",28.0,,Singapore
Machine Learning with Python: A Practical Beginners’ Guide: 2  ,"['Kindle-editie', 'Hardcover']","13,(Euro)","4,5 van 5 sterren",182.0,,Singapore
AWS Certified Machine Learning Study Guide: Specialty (MLS-C01) Exam  ,['Kindle-editie'],"47,(Euro)","4,9 van 5 sterren",27.0,,Singapore
Pattern Recognition and Machine Learning  ,[],"75,(Euro)","4,5 van 5 sterren",78.0,,Singapore
"Generative Deep Learning: Teaching Machines To Paint, Write, Compose, and Play  ",['Kindle-editie'],"62,(Euro)","4,6 van 5 sterren",45.0,,Singapore
"Hands-On Machine Learning with C++: Build, train, and deploy end-to-end machine learning and deep learning pipelines  ",['Kindle-editie'],"62,(Euro)","4,4 van 5 sterren",41.0,,Singapore
Machine Learning on Kubernetes: A practical handbook for building and using a complete open source machine learning platform on Kubernetes  ,['Kindle-editie'],"44,(Euro)","4,5 van 5 sterren",2.0,,Singapore
"Machine Learning, revised and updated edition  ",['Kindle-editie'],"11,(Euro)","4,4 van 5 sterren",31.0,,Singapore
Fairness and Machine Learning: Limitations and Opportunities  ,['Kindle-editie'],"76,(Euro)",,,,Singapore
"Machine Learning Explained The Simple Way: A Beginners Guide to Learning Python for Data Science, Machine Learning and Ace your Data Science Interview With little Coding Experience.  ","['Kindle-editie', 'Hardcover']","11,(Euro)","4,7 van 5 sterren",19.0,,Singapore
Machine Learning: Book One of the Singularity Series (English Edition)  ,['Paperback'],"2,(Euro)","5,0 van 5 sterren",2.0,,Singapore
Machine Learning  ,"['Kindle-editie', 'Hardcover']","54,(Euro)","5,0 van 5 sterren",4.0,,Singapore
Bryan Adams - So Far So Good  ,['Cassette'],"5,(Euro)","4,7 van 5 sterren",1.05,,Singapore
Fundamentals of Machine Learning  ,['Kindle-editie'],"39,(Euro)","3,5 van 5 sterren",2.0,,Singapore
Machine Learning Algorithms: Handbook  ,[],"43,(Euro)",,,,Singapore
"Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control  ",['Kindle-editie'],"61,(Euro)","4,7 van 5 sterren",64.0,,Singapore
A First Course in Machine Learning  ,"['Kindle-editie', 'Hardcover', 'Paperback']","49,(Euro)","4,3 van 5 sterren",38.0,,Singapore
Gaussian Processes for Machine Learning  ,[],"54,(Euro)","4,7 van 5 sterren",59.0,,Singapore
Mastering Azure Machine Learning - Second Edition: Execute large-scale end-to-end machine learning with Azure  ,['Kindle-editie'],"33,(Euro)","3,8 van 5 sterren",4.0,,Singapore
Automated Machine Learning in Action  ,[],"30,(Euro)","4,4 van 5 sterren",5.0,,Singapore
Transformers for Machine Learning: A Deep Dive  ,"['Kindle-editie', 'Hardcover']","60,(Euro)","3,8 van 5 sterren",13.0,,Singapore
Machine Learning with Python Cookbook: Practical Solutions from Preprocessing to Deep Learning  ,['Kindle-editie'],"61,(Euro)",,,,Singapore
MACHINE LEARNING: 2 Manuscripts in 1 Book: Machine Learning For Beginners & Machine Learning With Python (English Edition)  ,['Paperback'],"3,(Euro)","1,0 van 5 sterren",2.0,,Singapore
Grokking Machine Learning  ,['Kindle-editie'],"60,(Euro)","4,4 van 5 sterren",18.0,,Singapore
Machine Learning: Master Supervised and Unsupervised Learning Algorithms with Real Examples (English Edition)  ,['Kindle-editie'],"19,(Euro)","3,6 van 5 sterren",8.0,,Singapore
Machine Learning For Dummies  ,['Kindle-editie'],"27,(Euro)","4,3 van 5 sterren",75.0,,Singapore
MACHINE LEARNING AND JAVA CODING MADE SIMPLE: A BEGINNER’S GUIDE TO PROGRAMMING - 2 BOOKS IN 1 (English Edition)  ,[],"3,(Euro)",,,,Singapore
Practical MLOps: Operationalizing Machine Learning Models  ,['Kindle-editie'],"67,(Euro)","4,0 van 5 sterren",37.0,,Singapore
Neural Networks and Deep Learning: A Textbook  ,[],"73,(Euro)","4,1 van 5 sterren",7.0,,Singapore
Analytical and Machine Learning Window  ,[],"6,(Euro)",,,,Singapore
Hands-On Machine Learning with R  ,['Kindle-editie'],"92,(Euro)","4,7 van 5 sterren",35.0,,Singapore
Machine Learning: 4 Books in 1: Basic Concepts + Artificial Intelligence + Python Programming + Python Machine Learning. A Comprehensive Guide to Build ... Using Python Libraries (English Edition)  ,"['Hardcover', 'Paperback']","9,(Euro)","4,2 van 5 sterren",175.0,,Singapore
Modern Time Series Forecasting with Python: Explore industry-ready time series forecasting using modern machine learning and deep learning  ,['Kindle-editie'],"61,(Euro)","4,5 van 5 sterren",26.0,,Singapore
Machine Learning: New and Collected Stories  ,"['Kindle-editie', 'Hardcover', 'Mp3-cd']","11,(Euro)","4,3 van 5 sterren",848.0,,Singapore
Practical Deep Learning: A Python-Based Introduction  ,['Kindle-editie'],"47,(Euro)","4,7 van 5 sterren",42.0,,Singapore
Machine Learning in Finance: From Theory to Practice  ,[],"85,(Euro)","4,6 van 5 sterren",83.0,,Singapore
Deep Learning for Coders with fastai and PyTorch: AI Applications Without a PhD  ,['Kindle-editie'],"61,(Euro)","4,7 van 5 sterren",468.0,,Singapore
Artificial Intelligence (WIRED guides): How Machine Learning Will Shape the Next Decade  ,['Kindle-editie'],"11,(Euro)","4,5 van 5 sterren",61.0,,Singapore
"Machine Learning for Multimodal Healthcare Data: First International Workshop, ML4MHD 2023, Honolulu, Hawaii, USA, July 29, 2023, Proceedings (Lecture ... Science Book 14315) (English Edition)  ",['Paperback'],"43,(Euro)",,,,Singapore
Probabilistic Machine Learning for Finance and Investing: A Primer to the Next Generation of AI with Python  ,['Kindle-editie'],"61,(Euro)","4,0 van 5 sterren",1.0,,Singapore
Sistemas de aprendizaje automático: Machine Learning  ,[],"49,(Euro)",,,,Singapore
"The Ultimate Data and AI Guide: 150 FAQs About Artificial Intelligence, Machine Learning and Data  ",['Kindle-editie'],"21,(Euro)","4,6 van 5 sterren",80.0,,Singapore
AI at the Edge: Solving Real World Problems with Embedded Machine Learning  ,['Kindle-editie'],"54,(Euro)","4,5 van 5 sterren",15.0,,Singapore
Machine Learning: The New AI  ,['Cd'],"30,(Euro)","4,2 van 5 sterren",321.0,,Singapore
Teaching Machines: The History of Personalized Learning  ,"['Kindle-editie', 'Hardcover']","25,50(Euro)","4,4 van 5 sterren",49.0,,Singapore
Machine Learning in Chemistry: The Impact of Artificial Intelligence (Chemical Biology Book 17) (English Edition)  ,['Hardcover'],"170,91(Euro)","5,0 van 5 sterren",1.0,,Singapore
Introduction to Machine Learning  ,['Kindle-editie'],"32,99(Euro)","4,7 van 5 sterren",16.0,,Singapore
Machine Learning for Factor Investing: Python Version  ,"['Kindle-editie', 'Hardcover']","81,85(Euro)","2,0 van 5 sterren",1.0,,Singapore
Machine Learning with Python: Theory and Implementation  ,['Paperback'],"76,50(Euro)","5,0 van 5 sterren",1.0,,Singapore
Graph Machine Learning: Take graph data to the next level by applying machine learning techniques and algorithms  ,['Kindle-editie'],"44,82(Euro)","4,1 van 5 sterren",59.0,,Singapore
"Learning with Kernels: Support Vector Machines, Regularization, Optimization, and Beyond  ",[],"56,23(Euro)","4,5 van 5 sterren",22.0,,Singapore
"Deep Learning with TensorFlow and Keras - Third Edition: Build and deploy supervised, unsupervised, deep, and reinforcement learning models  ",['Kindle-editie'],"40,62(Euro)","4,6 van 5 sterren",36.0,,Singapore
Deep Learning: A Visual Approach  ,['Kindle-editie'],"58,29(Euro)","4,7 van 5 sterren",110.0,,Singapore
Machine Learning for Text  ,"['Kindle-editie', 'Paperback']","74,73(Euro)","4,6 van 5 sterren",24.0,,Singapore
Understanding Machine Learning: From Theory to Algorithms  ,"['Kindle-editie', 'Paperback']",,"4,4 van 5 sterren",240.0,,Singapore
Machine Learning With Python For Beginners: A Step-By-Step Guide with Hands-On Projects (Learn Coding Fast with Hands-On Project Book 7) (English Edition)  ,['Paperback'],"3,74(Euro)","4,5 van 5 sterren",105.0,,Singapore
Managing Machine Learning Projects: From Design to Deployment  ,['Kindle-editie'],"53,07(Euro)",,,,Singapore
Foundations of Rule Learning  ,"['Kindle-editie', 'Hardcover']","57,29(Euro)","5,0 van 5 sterren",1.0,,Singapore
The Hundred-Page Machine Learning Book en español  ,['Kindle-editie'],"54,52(Euro)","5,0 van 5 sterren",8.0,,Singapore
The AI Product Manager's Handbook: Develop a product that takes advantage of machine learning to solve AI problems  ,['Kindle-editie'],"38,74(Euro)","4,2 van 5 sterren",12.0,,Singapore
Machine Learning: A First Course for Engineers and Scientists  ,['Kindle-editie'],"57,55(Euro)","5,0 van 5 sterren",8.0,,Singapore
MACHINE LEARNING  ,[],"30,00(Euro)","4,2 van 5 sterren",117.0,,Singapore
The Hundred-Page Machine Learning Book en français  ,['Kindle-editie'],"53,75(Euro)","4,4 van 5 sterren",28.0,,Singapore
"The Elements of Statistical Learning: Data Mining, Inference, and Prediction, Second Edition  ",['Kindle-editie'],"46,99(Euro)","4,6 van 5 sterren",1.123,,Singapore
Learning Spark: Lightning-fast Data Analytics  ,['Kindle-editie'],"61,24(Euro)","4,7 van 5 sterren",203.0,,Singapore
Machine Learning Engineering in Action  ,['Kindle-editie'],"53,94(Euro)","5,0 van 5 sterren",10.0,,Singapore
Bayesian Reasoning and Machine Learning  ,['Kindle-editie'],"71,00(Euro)","4,1 van 5 sterren",44.0,,Singapore
Python for Machine Learning: A Practical Guide (English Edition)  ,['Hardcover'],"7,51(Euro)",,,,Singapore
Machine Learning and Data Sciences for Financial Markets: A Guide to Contemporary Practices  ,['Kindle-editie'],"118,53(Euro)","5,0 van 5 sterren",1.0,,Singapore
Feature Engineering for Machine Learning Models: Principles and Techniques for Data Scientists  ,['Kindle-editie'],"53,37(Euro)","4,4 van 5 sterren",72.0,,Singapore
TensorFlow Machine Learning Projects: Build 13 real-world projects with advanced numerical computations using the Python ecosystem  ,['Kindle-editie'],"36,24(Euro)","3,9 van 5 sterren",17.0,,Singapore
"Interpretable Machine Learning with Python 2e: Build explainable, fair, and robust high-performance models with hands-on, real-world examples  ",['Kindle-editie'],"24,82(Euro)",,,,Singapore
Modeling Mindsets: The Many Cultures Of Learning From Data  ,['Kindle-editie'],"10,89(Euro)","4,6 van 5 sterren",41.0,,Singapore
"Power BI Machine Learning and OpenAI: Explore data through business intelligence, predictive analytics, and text generation  ",['Kindle-editie'],"73,41(Euro)","5,0 van 5 sterren",2.0,,Singapore
Reinforcement Learning: 100 Interview Questions (Advanced Topics in Machine Learning Book 6) (English Edition)  ,['Paperback'],"9,12(Euro)",,,,Singapore
Mastering Azure Machine Learning: Perform large-scale end-to-end advanced machine learning on the cloud with Microsoft Azure ML  ,['Kindle-editie'],"42,18(Euro)","4,2 van 5 sterren",32.0,,Singapore
"Machine Learning: The Ultimate Guide to Machine Learning, Neural Networks and Deep Learning for Beginners Who Want to Understand Applications, Artificial Intelligence, Data Mining, Big Data and More  ","['Kindle-editie', 'Hardcover']","16,80(Euro)","4,0 van 5 sterren",17.0,,Singapore
Artificial Intelligence and Machine Learning: Theory and Practice  ,[],"72,60(Euro)","5,0 van 5 sterren",2.0,,Singapore
The Handbook of Data Science and AI: Generate Value from Data with Machine Learning and Data Analytics: Generate Value from Data with Data Analysis and Machine Learning  ,[],"40,38(Euro)","4,6 van 5 sterren",11.0,,Singapore
"Machine Learning for Time-Series with Python: Forecast, predict, and detect anomalies with state-of-the-art machine learning methods  ",['Kindle-editie'],"49,90(Euro)","3,9 van 5 sterren",33.0,,Singapore
Machine Learning With R  ,['Kindle-editie'],"46,64(Euro)","4,4 van 5 sterren",115.0,,Singapore
Sistemas de aprendizaje automático: Machine Learning  ,[],"49,23(Euro)",,,,Singapore
Pacienjo Tweetalig leerboek voor – Audio E-Book Smart Toy Interactief Elektronisch Speelgoed – Learning Machine Learning E-Book Sensory Book Interactief speelgoed voor  ,[],"26,37(Euro)",,,,Singapore
"Interactieve wandkaart voor peuters, kinderen Russisch Engels Early Education Reading Learning Machine Voice E Book Board  ",[],"29,39(Euro)",,,,Singapore
Introducing MLOps: How to Scale Machine Learning in the Enterprise  ,['Kindle-editie'],"52,32(Euro)","4,1 van 5 sterren",55.0,,Singapore
"Data Analytics for Absolute Beginners: A Deconstructed Guide to Data Literacy: (Introduction to Data, Data Visualization, Business Intelligence & Machine Learning): 2  ","['Kindle-editie', 'Hardcover']","15,51(Euro)","4,3 van 5 sterren",399.0,,Singapore
"Practicing Trustworthy Machine Learning: Consistent, Transparent, and Fair AI Pipelines  ",['Kindle-editie'],"57,67(Euro)","5,0 van 5 sterren",5.0,,Singapore
Introduction to Natural Language Processing  ,['Kindle-editie'],"75,03(Euro)","4,4 van 5 sterren",45.0,,Singapore
Machine Learning in Finance: Use Machine Learning Techniques for Day Trading and Value Trading in the Stock Market  ,"['Kindle-editie', 'Hardcover']","20,32(Euro)","3,0 van 5 sterren",30.0,,Singapore
"Generative Deep Learning: Teaching Machines to Paint, Write, Compose and Play  ",[],"41,30(Euro)","4,5 van 5 sterren",204.0,,Singapore
Practical Machine Learning in R  ,['Kindle-editie'],"21,08(Euro)","4,7 van 5 sterren",61.0,,Singapore
"Patterns, Predictions, and Actions: Foundations of Machine Learning  ",['Kindle-editie'],"49,59(Euro)","4,6 van 5 sterren",14.0,,Singapore
The Hundred-Page Machine Learning Book  ,"['Kindle-editie', 'Hardcover']","44,50(Euro)","4,6 van 5 sterren",1.091,,Singapore
Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications  ,['Kindle-editie'],"44,99(Euro)","4,7 van 5 sterren",361.0,,Singapore
Probabilistic Machine Learning: An Introduction  ,['Kindle-editie'],"105,89(Euro)","4,4 van 5 sterren",146.0,,Singapore
Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python  ,['Kindle-editie'],"42,99(Euro)","4,5 van 5 sterren",216.0,,Singapore
Machine Learning for Absolute Beginners: A Plain English Introduction (Third Edition): 1  ,"['Kindle-editie', 'Hardcover']","16,01(Euro)","4,4 van 5 sterren",272.0,,Singapore
Machine Learning for Algorithmic Trading: Predictive models to extract signals from market and alternative data for systematic trading strategies with Python  ,['Kindle-editie'],"56,50(Euro)","4,4 van 5 sterren",280.0,,Singapore
"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems  ",['Kindle-editie'],"50,59(Euro)","4,7 van 5 sterren",275.0,,Singapore
Machine Learning Engineering  ,"['Kindle-editie', 'Hardcover']","50,99(Euro)","4,7 van 5 sterren",244.0,,Singapore
Machine Learning For Absolute Beginners: A Plain English Introduction: 3  ,['Kindle-editie'],"9,99(Euro)","4,4 van 5 sterren",1.469,,Singapore
"Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation, Model Building, and MLOps  ",['Kindle-editie'],"53,14(Euro)","4,6 van 5 sterren",298.0,,Singapore
"Reinforcement Learning, second edition: An Introduction  ",['Kindle-editie'],"83,91(Euro)","4,6 van 5 sterren",515.0,,Singapore
"Essential Math for Data Science: Take Control of Your Data with Fundamental Linear Algebra, Probability, and Statistics  ",['Kindle-editie'],"50,35(Euro)","4,6 van 5 sterren",197.0,,Singapore
Deep Learning  ,"['Kindle-editie', 'Paperback']","69,88(Euro)","4,5 van 5 sterren",2.049,,Singapore
Machine Learning: A Probabilistic Perspective  ,['Kindle-editie'],"100,16(Euro)","4,5 van 5 sterren",312.0,,Singapore
The StatQuest Illustrated Guide To Machine Learning  ,[],"32,84(Euro)","4,8 van 5 sterren",559.0,,Singapore
Machine Learning for Kids: A Project-Based Introduction to Artificial Intelligence  ,['Kindle-editie'],"28,99(Euro)","4,8 van 5 sterren",34.0,,Singapore
"Hands-on Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems  ",[],"43,95(Euro)","4,8 van 5 sterren",3.196,,Singapore
"Introduction to Machine Learning, fourth edition  ",['Kindle-editie'],"63,77(Euro)","4,8 van 5 sterren",68.0,,Singapore
Machine Learning: An Applied Mathematics Introduction  ,['Kindle-editie'],"20,70(Euro)","4,3 van 5 sterren",205.0,,Singapore
Pattern Recognition and Machine Learning  ,[],"65,99(Euro)","4,6 van 5 sterren",674.0,,Singapore
The Kaggle Book: Data analysis and machine learning for competitive data science  ,['Kindle-editie'],"57,40(Euro)","4,4 van 5 sterren",116.0,,Singapore
A Primer to the 42 Most commonly used Machine Learning Algorithms (With Code Samples).  ,['Kindle-editie'],"17,24(Euro)","4,1 van 5 sterren",14.0,,Singapore
Probabilistic Machine Learning: Advanced Topics  ,['Kindle-editie'],"137,51(Euro)","4,8 van 5 sterren",12.0,,Singapore
Introduction to Machine Learning with Python: A Guide for Data Scientists  ,['Kindle-editie'],"42,59(Euro)","4,5 van 5 sterren",655.0,,Singapore
Approaching (Almost) Any Machine Learning Problem  ,['Kindle-editie'],"20,63(Euro)","4,5 van 5 sterren",704.0,,Singapore
Machine Learning: Architecture in the age of Artificial Intelligence  ,['Kindle-editie'],,"4,6 van 5 sterren",12.0,,Singapore
Programming Machine Learning: From Zero to Deep Learning: From Coding to Deep Learning  ,['Kindle-editie'],"43,04(Euro)","4,8 van 5 sterren",46.0,,Singapore
AI and Machine Learning For Coders: A Programmer's Guide to Artificial Intelligence  ,"['Kindle-editie', 'Cd']","50,73(Euro)","4,6 van 5 sterren",176.0,,Singapore
Machine Learning: 4 Books in 1: A Complete Overview for Beginners to Master the Basics of Python Programming and Understand How to Build Artificial Intelligence Through Data Science  ,"['Kindle-editie', 'Paperback']","9,99(Euro)","3,1 van 5 sterren",15.0,,Singapore
