Title,Authors,Price,Stars,Number of Reviews,Published Date,Country
Level 4 – They Are All my Favourite Books  ,"['Wydanie: Angielski', '', 'Rebecca Colby', ' i ', 'Gustavo Mazali', 'Liczba dostępnych szt.: 1. Zapasy zostaną niedługo uzupełnione.', 'Więcej opcji zakupu']","32,(Polish Zloty)",,,,Poland
Algorithms for Optimization  ,"['Wydanie: Angielski', '', 'Mykel J. Kochenderfer', ' i ', 'Tim A. Wheeler', '95', 'Dostępne sztuki: 1 – zamów teraz.']","363,(Polish Zloty)","4,8 z 5 gwiazdek",95,,Poland
HOW TO USE A SEWING MACHINE: A straight forward guidebook on learning how to use a sewing machine for beginners  ,"['Wydanie: Angielski', '', 'ADA GRISHAM', '1']","36,(Polish Zloty)","3,0 z 5 gwiazdek",1,,Poland
Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications  ,"['Wydanie: Angielski', '', 'Chip Huyen', '272', 'Więcej opcji zakupu']","227,(Polish Zloty)","4,6 z 5 gwiazdek",272,,Poland
Mathematics for Machine Learning  ,"['Wydanie: Angielski', '', 'Marc Peter Deisenroth', ', ', 'A. Aldo Faisal', ' i in.', '654', 'Liczba dostępnych szt.: 6. Zapasy zostaną niedługo uzupełnione.', 'Inny format: ']","388,(Polish Zloty)","4,6 z 5 gwiazdek",654,,Poland
"Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation, Model Building, and MLOps  ","['Wydanie: Angielski', '', 'Valliappa Lakshmanan', ', ', 'Sara Robinson', ' i in.', '248']","196,(Polish Zloty)","4,6 z 5 gwiazdek",248,,Poland
The Hundred-Page Machine Learning Book  ,"['Wydanie: Angielski', '', 'Andriy Burkov', '957', 'Inny format: ']","169,(Polish Zloty)","4,6 z 5 gwiazdek",957,,Poland
Machine Learning for Algorithmic Trading: Predictive models to extract signals from market and alternative data for systematic trading strategies with Python  ,"['Wydanie: Angielski', '', 'Stefan Jansen', '205']","205,(Polish Zloty)","4,4 z 5 gwiazdek",205,,Poland
Probabilistic Machine Learning: An Introduction  ,"['Wydanie: Angielski', '', 'Kevin P. Murphy', '141', 'Więcej opcji zakupu']","558,(Polish Zloty)","4,3 z 5 gwiazdek",141,,Poland
Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python  ,"['Wydanie: Angielski', '', 'Sebastian Raschka', ' i ', 'Yuxi (Hayden) Liu', '191']","170,(Polish Zloty)","4,5 z 5 gwiazdek",191,,Poland
Machine Learning: A Probabilistic Perspective  ,"['Wydanie: Angielski', '', 'Kevin P. Murphy', '293', 'Brak dostępnych proponowanych opcji zakupu']",,"4,5 z 5 gwiazdek",293,,Poland
Machine Learning for Absolute Beginners: A Plain English Introduction (Third Edition): 1  ,"['Wydanie: Angielski', '', 'Oliver Theobald', '127', 'Inny format: ']","68,(Polish Zloty)","4,3 z 5 gwiazdek",127,,Poland
A Primer to the 42 Most commonly used Machine Learning Algorithms (With Code Samples).  ,"['Wydanie: Angielski', '', 'Murat Durmus', '8']","79,(Polish Zloty)","3,9 z 5 gwiazdek",8,,Poland
Machine Learning For Absolute Beginners: A Plain English Introduction: 3  ,"['Wydanie: Angielski', '', 'Oliver Theobald', '431', 'Więcej opcji zakupu']","70,(Polish Zloty)","4,4 z 5 gwiazdek",431,,Poland
"Reinforcement Learning, second edition: An Introduction  ","['Wydanie: Angielski', '', 'Richard S. Sutton', ' i ', 'Andrew G. Barto', '487', 'Dostępne sztuki: 6 – zamów teraz.', 'Więcej opcji zakupu', 'Inny sposób zakupu']","395,(Polish Zloty)","4,7 z 5 gwiazdek",487,,Poland
Deep Learning  ,"['Wydanie: Angielski', '', 'Ian Goodfellow', ', ', 'Yoshua Bengio', ' i in.', '1\xa0967', 'Dostępne sztuki: 6 – zamów teraz.', 'Więcej opcji zakupu', 'Inny format: ']","235,(Polish Zloty)","4,5 z 5 gwiazdek",1 967,,Poland
Probabilistic Machine Learning: Advanced Topics  ,"['Wydanie: Angielski', '', 'Kevin P. Murphy', '11', 'Więcej opcji zakupu', 'Odbierz go szybciej', 'Dostępne sztuki: 5 – zamów teraz.']","720,(Polish Zloty)","4,9 z 5 gwiazdek",11,,Poland
Machine Learning for Kids: A Project-Based Introduction to Artificial Intelligence  ,"['Wydanie: Angielski', '', 'Dale Lane', '33', 'Liczba dostępnych szt.: 7. Zapasy zostaną niedługo uzupełnione.']","122,(Polish Zloty)","4,8 z 5 gwiazdek",33,,Poland
Machine Learning for Asset Managers  ,"['Wydanie: Angielski', '', 'Marcos M. López de Prado', '88']","92,(Polish Zloty)","4,5 z 5 gwiazdek",88,,Poland
Fairness and Machine Learning: Limitations and Opportunities  ,"['Wydanie: Angielski', '', 'Solon Barocas', ', ', 'Moritz Hardt', ' i in.']","345,(Polish Zloty)",,,,Poland
Machine Learning Engineering  ,"['Wydanie: Angielski', '', 'Andriy Burkov', '222', 'Inny format: ']","169,(Polish Zloty)","4,7 z 5 gwiazdek",222,,Poland
Artificial Intelligence (WIRED guides): How Machine Learning Will Shape the Next Decade  ,"['Wydanie: Angielski', '', 'Matt Burgess', '43']","40,(Polish Zloty)","4,5 z 5 gwiazdek",43,,Poland
"Essential Math for Data Science: Take Control of Your Data with Fundamental Linear Algebra, Probability, and Statistics  ","['Wydanie: Angielski', '', 'Thomas Nield', '167', 'Więcej opcji zakupu', 'Inny sposób zakupu']","238,(Polish Zloty)","4,6 z 5 gwiazdek",167,,Poland
The Kaggle Book: Data analysis and machine learning for competitive data science  ,"['Wydanie: Angielski', '', 'Konrad Banachewicz', ' i ', 'Luca Massaron', '93']","196,(Polish Zloty)","4,3 z 5 gwiazdek",93,,Poland
The StatQuest Illustrated Guide To Machine Learning  ,"['Wydanie: Angielski', '', 'Josh Starmer', '518']","148,(Polish Zloty)","4,8 z 5 gwiazdek",518,,Poland
"Python Machine Learning for Beginners: Learning from scratch NumPy, Pandas, Matplotlib, Seaborn, Scikitlearn, and TensorFlow for Machine Learning and Data Science  ","['Wydanie: Angielski', '', 'AI Publishing', '43']","92,(Polish Zloty)","4,4 z 5 gwiazdek",43,,Poland
"Hands-On Machine Learning with Scikit-Learn, Keras, and Tensorflow: Concepts, Tools, and Techniques to Build Intelligent Systems  ","['Wydanie: Angielski', '', 'Aurélien Géron', '3\xa0196', 'Więcej opcji zakupu']","265,(Polish Zloty)","4,8 z 5 gwiazdek",3 196,,Poland
"Machine Learning Explained The Simple Way: A Beginners Guide to Learning Python for Data Science, Machine Learning and Ace your Data Science Interview With little Coding Experience.  ","['Wydanie: Angielski', '', 'Santos Ozoemena', '4', 'Inny format: ']","50,(Polish Zloty)","3,8 z 5 gwiazdek",4,,Poland
The ChatGPT Millionaire: Making Money Online has never been this EASY  ,"['Wydanie: Angielski', '', 'Neil Dagger', '450', 'Inny format: ']","88,(Polish Zloty)","3,9 z 5 gwiazdek",450,,Poland
"Python Machine Learning: Machine Learning and Deep Learning with Python, scikit-learn, and TensorFlow 2  ","['Wydanie: Angielski', '', 'Sebastian Raschka', ' i ', 'Vahid Mirjalili', '320']","176,(Polish Zloty)","4,5 z 5 gwiazdek",320,,Poland
Data Mining: Practical Machine Learning Tools and Techniques  ,"['Wydanie: Angielski', '', 'Ian Witten', ', ', 'Eibe Frank', ' i in.', '99', 'Więcej opcji zakupu']","284,(Polish Zloty)","4,3 z 5 gwiazdek",99,,Poland
Machine Learning Algorithms: Handbook  ,"['Wydanie: Angielski', '', 'Aman Kharwal', 'Liczba dostępnych szt.: 1. Zapasy zostaną niedługo uzupełnione.', 'Więcej opcji zakupu']","237,(Polish Zloty)",,,,Poland
Machine Learning: An Applied Mathematics Introduction  ,"['Wydanie: Angielski', '', 'Paul Wilmott', '199']","89,(Polish Zloty)","4,3 z 5 gwiazdek",199,,Poland
Artificial Intelligence: A Guide for Thinking Humans  ,"['Wydanie: Angielski', '', 'Melanie Mitchell', '345', 'Inny format: ']","44,(Polish Zloty)","4,7 z 5 gwiazdek",345,,Poland
"Learning OpenCV 4 Computer Vision with Python 3: Get to grips with tools, techniques, and algorithms for computer vision and machine learning, 3rd Edition  ","['Wydanie: Angielski', '', 'Joseph Howse', ' i ', 'Joe Minichino', '67', 'Więcej opcji zakupu']","169,(Polish Zloty)","4,4 z 5 gwiazdek",67,,Poland
Machine Learning: 4 Books in 1: A Complete Overview for Beginners to Master the Basics of Python Programming and Understand How to Build Artificial Intelligence Through Data Science  ,"['Wydanie: Angielski', '', 'Samuel Hack', '9', 'Dostępne sztuki: 4 – zamów teraz.', 'Inny format: ']","45,(Polish Zloty)","3,0 z 5 gwiazdek",9,,Poland
Machine Learning: 4 Books in 1: Basic Concepts + Artificial Intelligence + Python Programming + Python Machine Learning. A Comprehensive Guide to Build Intelligent Systems Using Python Libraries  ,"['Wydanie: Angielski', '', 'Ethem Mining', '37', 'Dostępne sztuki: 2 – zamów teraz.', 'Inny format: ']","240,(Polish Zloty)","4,0 z 5 gwiazdek",37,,Poland
Machine Learning for Kids (Tinker Toddlers ): 1  ,"['Wydanie: Angielski', '', 'Dr. Dhoot', '67', 'Inny format: ']","23,(Polish Zloty)","4,1 z 5 gwiazdek",67,,Poland
Practical Machine Learning for Computer Vision: End-to-End Machine Learning for Images  ,"['Wydanie: Angielski', '', 'Valliappa Lakshmanan', ', ', 'Martin Görner', ' i in.', '20', 'Więcej opcji zakupu']","298,(Polish Zloty)","4,6 z 5 gwiazdek",20,,Poland
Pattern Recognition and Machine Learning  ,"['Wydanie: Angielski', '', 'Christopher M. Bishop', '669', 'Więcej opcji zakupu']","420,(Polish Zloty)","4,6 z 5 gwiazdek",669,,Poland
Fundamentals of Deep Learning: Designing Next-Generation Machine Intelligence Algorithms  ,"['Wydanie: Angielski', '', 'Nithin Buduma', ' i ', 'Nikhil Buduma', '3', 'Więcej opcji zakupu']","272,(Polish Zloty)","4,6 z 5 gwiazdek",3,,Poland
Approaching (Almost) Any Machine Learning Problem  ,"['Wydanie: Angielski', '', 'Abhishek Thakur', '407']","92,(Polish Zloty)","4,4 z 5 gwiazdek",407,,Poland
Machine Learning Concepts with Python and the Jupyter Notebook Environment: Using Tensorflow 2.0  ,"['Wydanie: Angielski', '', 'Nikita Silaparasetty', '2', 'Więcej opcji zakupu']","218,(Polish Zloty)","1,0 z 5 gwiazdek",2,,Poland
The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World  ,"['Wydanie: Angielski', '', 'Pedro Domingos', '657', 'Inne formaty: ', ', ']","42,(Polish Zloty)","4,5 z 5 gwiazdek",657,,Poland
Machine Learning For Dummies  ,"['Wydanie: Angielski', '', 'John Paul Mueller', ' i ', 'Luca Massaron', '61']","112,(Polish Zloty)","4,4 z 5 gwiazdek",61,,Poland
"Fundamentals of Machine Learning for Predictive Data Analytics, second edition: Algorithms, Worked Examples, and Case Studies  ","['Wydanie: Angielski', '', 'John D. Kelleher', ', ', 'Brian Mac Namee', ' i in.', '52', 'Dostępne sztuki: 7 – zamów teraz.', 'Więcej opcji zakupu']","367,(Polish Zloty)","4,8 z 5 gwiazdek",52,,Poland
Machine Learning with Python Cookbook: Practical Solutions from Preprocessing to Deep Learning  ,"['Wydanie: Angielski', '', 'Kyle Gallatin', ' i ', 'Chris Albon', 'Więcej opcji zakupu']","272,(Polish Zloty)",,,,Poland
"Introduction to Machine Learning, fourth edition  ","['Wydanie: Angielski', '', 'Ethem Alpaydin', '63', 'Dostępne sztuki: 4 – zamów teraz.', 'Więcej opcji zakupu', 'Inny sposób zakupu', 'Dostępne sztuki: 4 – zamów teraz.']","382,(Polish Zloty)","4,8 z 5 gwiazdek",63,,Poland
Machine Learning Pocket Reference: Working with Structured Data in Python  ,"['Wydanie: Angielski', '', 'Matt Harrison', '147', 'Więcej opcji zakupu']","130,(Polish Zloty)","4,6 z 5 gwiazdek",147,,Poland
The Android Malware Handbook: Detection and Analysis by Human and Machine  ,"['Wydanie: Angielski', '', 'Qian Han', ', ', 'Salvador Mandujano', ' i in.']","177,(Polish Zloty)",,,,Poland
Wheels on the Bus: Favourite Nursery Rhymes  ,"['Wydanie: Angielski', '', 'BBC', ', ', 'Various', ' i in.', '2\xa0462']","24,(Polish Zloty)","4,5 z 5 gwiazdek",2 462,,Poland
Elements of Causal Inference: Foundations and Learning Algorithms  ,"['Wydanie: Angielski', '', 'Jonas Peters', ', ', 'Dominik Janzing', ' i in.', '47', 'Więcej opcji zakupu']","225,(Polish Zloty)","4,6 z 5 gwiazdek",47,,Poland
The Future of AI: How Machine Learning Will Change Business Forever  ,"['Wydanie: Angielski', '', 'Neil King King', 'Liczba dostępnych szt.: 2. Zapasy zostaną niedługo uzupełnione.']","42,(Polish Zloty)",,,,Poland
"Deep Reinforcement Learning Hands-On: Apply modern RL methods, with deep Q-networks, value iteration, policy gradients, TRPO, AlphaGo Zero and more  ","['Wydanie: Angielski', '', 'Maxim Lapan', '77', 'Więcej opcji zakupu']","156,(Polish Zloty)","4,2 z 5 gwiazdek",77,,Poland
Practical Machine Learning: A New Look at Anomaly Detection  ,"['Wydanie: Angielski', '', 'Ted Dunning', ' i ', 'Ellen Friedman', '2', 'Liczba dostępnych szt.: 2. Zapasy zostaną niedługo uzupełnione.']","94,(Polish Zloty)","2,1 z 5 gwiazdek",2,,Poland
Machine Learning: This book includes: Basic Concepts + Artificial Intelligence + Python Programming + Python Machine Learning. A Comprehensive Guide ... Using Python Libraries and Advanced Features  ,"['Wydanie: Angielski', '', 'Ethem Mining', '1', 'Dostępne sztuki: 5 – zamów teraz.']","114,(Polish Zloty)","3,0 z 5 gwiazdek",1,,Poland
Semi-Supervised Learning  ,"['Wydanie: Angielski', '', 'Olivier Chapelle', ', ', 'Bernhard Scholkopf', ' i in.', '8', 'Więcej opcji zakupu', 'Inny sposób zakupu', 'Dostępne sztuki: 1 – zamów teraz.']","718,(Polish Zloty)","4,5 z 5 gwiazdek",8,,Poland
Principles: Life and Work  ,"['Wydanie: Angielski', '', 'Ray Dalio', '10\xa0347', 'Inny format: ']","91,(Polish Zloty)","4,7 z 5 gwiazdek",10 347,,Poland
The Inevitable: Understanding the 12 Technological Forces That Will Shape Our Future  ,"['Wydanie: Angielski', '', 'Kevin Kelly', '618', 'Inny format: ']","61,(Polish Zloty)","4,5 z 5 gwiazdek",618,,Poland
"Shapes, Colours and Patterns: Ages 3-5: Prepare for Preschool with Easy Home Learning  ","['Wydanie: Angielski', '', 'Collins Uk', '2\xa0322', 'Więcej opcji zakupu']","14,(Polish Zloty)","4,7 z 5 gwiazdek",2 322,,Poland
The Ascent of Information: How Data Rules the World  ,"['Wydanie: Angielski', '', 'Caleb Scharf', 'Więcej opcji zakupu']","93,(Polish Zloty)",,,,Poland
Deep Learning: An Essential Guide to Deep Learning for Beginners Who Want to Understand How Deep Neural Networks Work and Relate to Machine Learning and Artificial Intelligence  ,"['Wydanie: Angielski', '', 'Herbert Jones', '1']","59,(Polish Zloty)","5,0 z 5 gwiazdek",1,,Poland
"Data Science for Business 2019 (2 BOOKS IN 1): Master Data Analytics & Machine Learning with Optimized Marketing Strategies (Artificial Intelligence, Neural Networks, Algorithms & Predictive Modelling  ","['Wydanie: Angielski', '', 'Riley Adams', ' i ', 'Matt Henderson', '5', 'Inny format: ']","148,(Polish Zloty)","3,0 z 5 gwiazdek",5,,Poland
Le grand livre de la machine à coudre  ,"['Wydanie: Francuski', '', 'Jane Bull']","97,(Polish Zloty)",,,,Poland
The New Dark Age: Technology and the End of the Future  ,"['Wydanie: Angielski', '', 'James Bridle', '139', 'Inne formaty: ', ', ']","52,(Polish Zloty)","4,4 z 5 gwiazdek",139,,Poland
The Ultimate Construction Site Book: From Around the World: 2 (Ultimate Book)  ,"['Wydanie: Angielski', '', 'Anne-Sophie Baumann', ' i ', 'Didier Balicevic', '1\xa0338']","89,(Polish Zloty)","4,8 z 5 gwiazdek",1 338,,Poland
"Python: 6 Books in 1: The Ultimate Bible to Learn Python Programming for a Career in Machine Learning, Data Science & Web Development.  ","['Wydanie: Angielski', '', 'Oliver Soranson', '1', 'Dostępne sztuki: 6 – zamów teraz.']","231,(Polish Zloty)","1,0 z 5 gwiazdek",1,,Poland
5 Ingredients - Quick & Easy Food: The perfect gift for Father's Day  ,"['Wydanie: Angielski', '', 'Jamie Oliver', '16\xa0572', 'Więcej opcji zakupu']","117,(Polish Zloty)","4,6 z 5 gwiazdek",16 572,,Poland
Machine Learning in Finance: Use Machine Learning Techniques for Day Trading and Value Trading in the Stock Market  ,"['Wydanie: Angielski', '', 'Bob Mather', '1', 'Więcej opcji zakupu', 'Inny format: ']","119,(Polish Zloty)","1,0 z 5 gwiazdek",1,,Poland
Modern Computer Vision with PyTorch: Explore deep learning concepts and implement over 50 real-world image applications  ,"['Wydanie: Angielski', '', 'V Kishore Ayyadevara', ' i ', 'Yeshwanth Reddy', '43']","214,(Polish Zloty)","4,5 z 5 gwiazdek",43,,Poland
"Artificial Intelligence for Business Leaders: ARTIFICIAL INTELLIGENCE and MACHINE LEARNING BOOK FOR MANAGERS, LEADERS || ZERO CODING WITH SIMPLE ... || NO PRIOR AI & ML KNOWLEDGE IS REQUIRED: 1  ","['Wydanie: Angielski', '', 'Ajit K Jha', '5']","84,(Polish Zloty)","3,6 z 5 gwiazdek",5,,Poland
"Introduction to Online Convex Optimization, second edition  ","['Wydanie: Angielski', '', 'Elad Hazan', '3', 'Dostępne sztuki: 8 – zamów teraz.']","270,(Polish Zloty)","2,9 z 5 gwiazdek",3,,Poland
A.I. Survival Guide: Artificial Intelligence Basics  ,"['Wydanie: Angielski', '', 'Cara Cusack', ' i ', 'Martin Cusack', 'Inny format: ']","103,(Polish Zloty)",,,,Poland
The Little Red Rescue Box (Paw Patrol): 4 Board Books  ,"['Wydanie: Angielski', '', 'Random House', '3\xa0400']","81,(Polish Zloty)","4,7 z 5 gwiazdek",3 400,,Poland
On Intelligence: How a New Understanding of the Brain Will Lead to the Creation of Truly Intelligent Machines  ,"['Wydanie: Angielski', '', 'Sandra Blakeslee', '295', 'Więcej opcji zakupu', 'Inny format: ']","82,(Polish Zloty)","4,5 z 5 gwiazdek",295,,Poland
Practical Julia: A Hands-On Introduction for Scientific Minds  ,"['Wydanie: Angielski', '', 'Lee Phillips']","209,(Polish Zloty)",,,,Poland
"Exploring AI with ChatGPTA Kid's Journey into the Magical World of Artificial Intelligence, Machine Learning & Chatbots for Kids Ages 8 -12: Unlock ... Prompts Language Education Science Adventures  ","['Wydanie: Angielski', '', 'A.I. Kiddobot']","30,(Polish Zloty)",,,,Poland
"Data Augmentation with Python: Enhance deep learning accuracy with data augmentation methods for image, text, audio, and tabular data  ","['Wydanie: Angielski', '', 'Duc Haba', '2']","153,(Polish Zloty)","5,0 z 5 gwiazdek",2,,Poland
Sketch Your Style: A Guided Sketchbook for Drawing Your Dream Wardrobe  ,"['Wydanie: Angielski', '', 'Robyn Neild', '663']","103,(Polish Zloty)","4,7 z 5 gwiazdek",663,,Poland
Machine Learning NoteBook: Line Journal For Machine Learning. Notebook For Machine Learning Engineers And Data Science Experts: Lined Journal For Data ... And Machine Learning Engineers (Notebook)  ,"['Wydanie: Angielski', '', 'New Century Publishing']","29,(Polish Zloty)",,,,Poland
Probabilistic Machine Learning: Advanced Topics  ,"['Wydanie: Angielski', '', 'Kevin P. Murphy', '11', 'Więcej opcji zakupu', 'Inny sposób zakupu', 'Dostępne sztuki: 5 – zamów teraz.']","720,(Polish Zloty)","4,9 z 5 gwiazdek",11,,Poland
Machine Learning: 2 Books in 1: An Introduction Math Guide for Beginners to Understand Data Science Through the Business Applications  ,"['Wydanie: Angielski', '', 'Samuel Hack', '4', 'Dostępne sztuki: 1 – zamów teraz.', 'Inny format: ']","140,(Polish Zloty)","3,1 z 5 gwiazdek",4,,Poland
AI 2041: Ten Visions for Our Future  ,"['Wydanie: Angielski', '', 'Kai-Fu Lee', ' i ', 'Chen Qiufan', '425', 'Inny format: ']","45,(Polish Zloty)","4,4 z 5 gwiazdek",425,,Poland
"Python: 3 books in 1: Beginner's guide, Data science and Machine learning. The easiest guide to get started in Python programming. Unlock your ... and develop your project in just 30 days.  ","['Wydanie: Angielski', '', 'William Dimick', '2', 'Dostępne sztuki: 9 – zamów teraz.', 'Inny format: ']","216,(Polish Zloty)","4,0 z 5 gwiazdek",2,,Poland
"My Baseball Season: A journal of my skills, my games, and my memories.  ","['Wydanie: Angielski', '', 'Karleen Tauszik', '146']","50,(Polish Zloty)","4,5 z 5 gwiazdek",146,,Poland
Learning Resources MathLink Kostki Numerbloki 11-20 Aktywność Zestaw  ,['1\xa0241'],"159,(Polish Zloty)","4,7 z 5 gwiazdek",1 241,,Poland
A Practical Guide to Quantum Machine Learning and Quantum Optimisation: Hands-on Approach to Modern Quantum Algorithms  ,"['Wydanie: Angielski', '', 'Elías F. Combarro', ' i ', 'Samuel González-Castillo', '4']","209,(Polish Zloty)","5,0 z 5 gwiazdek",4,,Poland
Machine Learning: New and Collected Stories  ,"['Wydanie: Angielski', '', 'Hugh Howey', '60', 'Więcej opcji zakupu', 'Inne formaty: ', ', ']","94,(Polish Zloty)","4,7 z 5 gwiazdek",60,,Poland
Machine Learning with Python: A Practical Beginners’ Guide: 2  ,"['Wydanie: Angielski', '', 'Oliver Theobald', '30', 'Inny format: ']","66,(Polish Zloty)","4,6 z 5 gwiazdek",30,,Poland
ABCs of Machine Learning (Tinker Toddlers): 5  ,"['Wydanie: Angielski', '', 'Dr. Dhoot', '24', 'Inny format: ']","20,(Polish Zloty)","4,1 z 5 gwiazdek",24,,Poland
C64 Machine Language for the Absolute Beginner: 18  ,"['Wydanie: Angielski', '', 'Retro Reproductions', 'Inny format: ']","114,(Polish Zloty)",,,,Poland
AI-POWERED PRODUCTIVITY: Machine Learning Magic!: How To Train ChatGPT-4 To Be The Best Employee You've Never Paid For  ,"['Wydanie: Angielski', '', 'Ernesto Verdugo', ' i ', 'Raymond Aaron', '5', 'Inny format: ']","109,(Polish Zloty)","4,0 z 5 gwiazdek",5,,Poland
Girl Decoded: A Scientist's Quest to Reclaim Our Humanity by Bringing Emotional Intelligence to Technology  ,"['Wydanie: Angielski', '', 'Rana el Kaliouby', ' i ', 'Carol Colman', '106', 'Dostępne sztuki: 1 – zamów teraz.', 'Więcej opcji zakupu', 'Inny format: ']","84,(Polish Zloty)","4,6 z 5 gwiazdek",106,,Poland
Apprendre Python: Un Cours Accéléré sur la Programmation Python et Comment Commencer à l'Utiliser pour Coder. Apprenez les Bases de Machine Learning et de l'Analyse de Données  ,"['Wydanie: Francuski', '', 'Damon Parker', '4', 'Liczba dostępnych szt.: 3. Zapasy zostaną niedługo uzupełnione.', 'Inny format: ']","100,(Polish Zloty)","3,0 z 5 gwiazdek",4,,Poland
Rebooting AI: Building Artificial Intelligence We Can Trust  ,"['Wydanie: Angielski', '', 'Gary Marcus', ' i ', 'Ernest Davis', '145', 'Więcej opcji zakupu', 'Inny format: ']","75,(Polish Zloty)","4,5 z 5 gwiazdek",145,,Poland
How We Learn: why Brains Learn Better Than Any Machine for Now  ,"['Wydanie: Angielski', '', 'Stanislas Dehaene', '363', 'Liczba dostępnych szt.: 3. Zapasy zostaną niedługo uzupełnione.', 'Więcej opcji zakupu', 'Inny format: ']","82,(Polish Zloty)","4,7 z 5 gwiazdek",363,,Poland
"Python for Data Science: 2 Books in 1. A Practical Beginner’s Guide to learn Python Programming, introducing into Data Analytics, Machine learning, Web Development, with Hands-on Projects  ","['Wydanie: Angielski', '', 'ERICK THOMPSON', '10']","106,(Polish Zloty)","2,5 z 5 gwiazdek",10,,Poland
The Lean Startup: How Constant Innovation Creates Radically Successful Businesses  ,"['Wydanie: Angielski', '', 'Eric Ries', '6\xa0909', 'Inny format: ']","52,(Polish Zloty)","4,6 z 5 gwiazdek",6 909,,Poland
Toby's Helpful Spirits: Machine Learning For Kids: Neural Networks  ,"['Wydanie: Angielski', '', 'Rocket Baby Club', '2', 'Dostępne sztuki: 4 – zamów teraz.', 'Więcej opcji zakupu']","73,(Polish Zloty)","5,0 z 5 gwiazdek",2,,Poland
Swipe to Unlock: The Primer on Technology and Business Strategy  ,"['Wydanie: Angielski', '', 'Neel Mehta', ', ', 'Aditya Agashe', ' i in.', '918']","100,(Polish Zloty)","4,6 z 5 gwiazdek",918,,Poland
Do Not Open This Math Book: Addition + Subtraction  ,"['Wydanie: Angielski', '', 'Danica McKellar', ' i ', 'Maranda Maberry', '820', 'Liczba dostępnych szt.: 4. Zapasy zostaną niedługo uzupełnione.', 'Więcej opcji zakupu', 'Inny format: ']","79,(Polish Zloty)","4,7 z 5 gwiazdek",820,,Poland
"Data Science Interview: Prep for SQL, Panda, Python, R Language, Machine Learning, DBMS and RDBMS – And More – The Full Data Scientist Interview Handbook  ","['Wydanie: Angielski', '', 'DSI ACE PREP', '3', 'Inny format: ']","106,(Polish Zloty)","2,7 z 5 gwiazdek",3,,Poland
"INTELLIGENZA ARTIFICIALE: Arricchisci e rafforza la tua comprensione del Machine Learning e del Deep Learning, apri le porte al Futuro Tecnologico - Cambia il tuo modo di vedere il mondo con l'AI  ","['Wydanie: Włoski', '', 'William P. Grey', '8']","62,(Polish Zloty)","5,0 z 5 gwiazdek",8,,Poland
Blaze and the Monster Machines Little Golden Book Library (Blaze and the Monster Machines): Five of Nickeoldeon's Blaze and the Monster Machines Little Golden Books  ,"['Wydanie: Angielski', '', 'Various', ' i ', 'Golden Books', '615']","119,(Polish Zloty)","4,8 z 5 gwiazdek",615,,Poland
My First Early-Learning Sticker Books  ,"['Wydanie: Angielski', '', 'Jonathan Litton', ' i ', 'Fhiona Galloway', '1\xa0751']","70,(Polish Zloty)","4,6 z 5 gwiazdek",1 751,,Poland
Harnessing the AI Revolution: Unlock Hidden Secrets of Machine Learning  ,"['Wydanie: Angielski', '', 'Alex Shine', 'Inny format: ']","93,(Polish Zloty)",,,,Poland
"Python: 2 BOOKS in 1: Learn the art of computer programming with the most complete crash course for data science. Master as a pro machine learning, ... artificial intelligence and Arduino in 7 days  ","['Wydanie: Angielski', '', 'Jason Test', '3', 'Dostępne sztuki: 2 – zamów teraz.', 'Inny format: ']","22,(Polish Zloty)","1,0 z 5 gwiazdek",3,,Poland
My First Trucks and Diggers Let's Get Driving (My First Tabbed Board Book)  ,"['Wydanie: Angielski', '', 'DK', '2\xa0196', 'Inny format: ']","34,(Polish Zloty)","4,8 z 5 gwiazdek",2 196,,Poland
"National Geographic Kids Ocean Animals Sticker Activity Book: Over 1,000 Stickers!  ","['Wydanie: Angielski', '', 'National Geographic Kids', '2\xa0003', 'Liczba dostępnych szt.: 9. Zapasy zostaną niedługo uzupełnione.', 'Więcej opcji zakupu']","41,(Polish Zloty)","4,7 z 5 gwiazdek",2 003,,Poland
HBR's 10 Must Reads Boxed Set (6 Books) (HBR's 10 Must Reads)  ,"['Wydanie: Angielski', '', 'Harvard Business Review', '676', 'Więcej opcji zakupu']","314,(Polish Zloty)","4,7 z 5 gwiazdek",676,,Poland
"Artificial Intelligence In A Nutshell: AI, Machine Learning, Neural Networks, And Their Applications - A Comprehensive Guide To Understanding The ... Leaders And Technologists In Today's World  ","['Wydanie: Angielski', '', 'Edwin Larson', 'Inny format: ']","73,(Polish Zloty)",,,,Poland
First 100 Animals Sticker Book: Over 500 Stickers  ,"['Wydanie: Angielski', '', 'Roger Priddy', '4\xa0857', 'Więcej opcji zakupu']","50,(Polish Zloty)","4,8 z 5 gwiazdek",4 857,,Poland
What to Do When You Worry Too Much: A Kid's Guide to Overcoming Anxiety  ,"['Wydanie: Angielski', '', 'Dawn Huebner', ' i ', 'Bonnie Matthews', '6\xa0948', 'Inny format: ']","68,(Polish Zloty)","4,7 z 5 gwiazdek",6 948,,Poland
